TRANSTEXT 7.1.997.12
PRIMARY_LANGID 0
English Text	Translated Text	Item Type
"Anonymous Login"	"익명 로그인"	"checkbox"
"Any category can match"	"전체 분류"	"text"
"Any person can match"	"전체 사람"	"text"
"Any tag can match"	"전체 태그"	"text"
"Any text field"	"전체 텍스트항목"	"text"
"Any text field (eg. Allocated To, External ID, etc)"	"전체 텍스트항목(예를 들면  피할당자, 외부ID 등)"	"radiobutton"
"Apply"	"적용"	"button"
"Apply as Filter"	"필터 적용"	"button"
"Archive completed tasks"	"완료된 태스크 보관"	"checkbox"
"Archive Completed Tasks"	"완료된 태스크 보관"	"menu"
"Archive Selected Tasks"	"선택된 태스크 보관"	"menu"
"Archiving"	"보관"	"label"
"Are you sure you want to overwrite '%s' with the results of this export?"	"이 내보내기 결과를  '%s' 에 덮어씌우시겠습니까?"	"text"
"Arguments"	"인수"	"label"
  "Arguments"	"인수"	"sysheader32"
"Ascending"	"오름차순"	"checkbox"
"Ask me if I want to reload it"	"다시 불러오기를 할지 물어보기"	"combobox"
"Ask me what to do"	"무엇을 할지 물어보기"	"combobox"
"Assign"	"할당"	"button"
"At Bottom"	"바닥에"	"menu"
"At bottom of selected task"	"선택된 태스크 바닥에"	"combobox"
"At Bottom of Task"	"태스크 바닥에"	"menu"
"At Bottom of Task's Parent"	"부모 태스크 바닥에"	"menu"
"At bottom of tasklist"	"태스크 리스트 아래에"	"combobox"
"At this date and time"	"이 날짜와 시간에"	"radiobutton"
"At Top"	"맨위에"	"menu"
"At top of selected task"	"선택된 태스크 맨위에"	"combobox"
"At Top of Task"	"태스크 맨위에"	"menu"
"At Top of Task's Parent"	"부모 태스크 맨위에"	"menu"
"At top of tasklist"	"태스크 리스트 맨위에"	"combobox"
"Attempt check out when loading a tasklist"	"태스크 리스트가 로딩될 때 체크아웃 시도"	"checkbox"
"Attribute"	"속성"	"sysheader32"
"Attribute Details"	"속성 상세"	"groupbox"
"Attribute Inheritance"	"속성  상속"	"label"
"Attribute Label"	"속성 레이블"	"text"
"Attributes"	"속성"	"groupbox"
"Auto-calculate parent task dates to include all subtasks"	"전체 하위 태스크를 포함하여 부모 태스크 날짜 자동 계산"	"checkbox"
"Auto-save tasklists before running external tools"	"외부도구 실행 전에 자동저장"	"checkbox"
"Auto-save tasklists every"	"다음 작업시마다 태스크 리스트 자동저장"	"checkbox"
"Auto-save tasklists when application loses focus"	"어플리케이션이 포커스를 잃으면, 자동저장"	"checkbox"
"Auto-save when switching tasklists"	"태스크 리스트 전환시 자동저장"	"checkbox"
"Auto-scroll to task when selecting"	"선택시 자동 스크롤"	"checkbox"
"Automatically adjust a task's dates when its dependency's dates changes"	"의존성이 있는 항목의 날짜가 변경될 때  자동으로 태스크 날짜 조정"	"checkbox"
"Automatically check for updates on startup"	"ToDoList 시작 시 자동으로 업데이트 확인"	"checkbox"
"Automatically export after saving"	"저장 후에 자동으로 내보내기"	"checkbox"
"Automatically refilter after editing"	"편집 후에 자동으로 필터 결과 갱신"	"checkbox"
"Automatically resort after editing"	"편집 후에 자동으로 정렬 갱신"	"checkbox"
"Available Commandline Options"	"사용 가능한 명령 행 옵션"	"dialog"
"Backup"	"백업"	"label"
"Backup to folder"	"폴더에 백업"	"label"
"Backwards"	"前"	"combobox"
"Before this task"	"시간 基準："	"label"
"Below selected task"	"선택된 태스크 아래에"	"combobox"
"Below Task"	"태스크 後"	"menu"
"Below Tasklist"	"태스크 리스트 아래에"	"combobox"
"Browse"	"열어보기"	"button"
"Bug Report/Feature Request..."	"버그 보고/기능 요청..."	"menu"
"By"	"오프셋量"	"label"
"By the End of Next Month"	"다음 월말"	"menu"
"By the End of Next Week"	"다음 주말"	"menu"
"By the end of that month"	"달 월말"	"combobox"
"By the end of that week"	"주 주말"	"combobox"
"By the end of the following month"	"다음 달 월말"	"combobox"
"By the end of the following week"	"다음 주 주말"	"combobox"
"By the End of This Month"	"이번 월말"	"menu"
"By the End of This Week"	"이번 주말"	"menu"
"Calculate next occurrence"	"다음 반복 주기 계산："	"label"
"Calendar"	"달력"	"systabcontrol32"
"Calendar Preferences"	"달력 설정"	"dialog"
"Can be a file, folder, website, email, or task link"	"파일, 폴더, 웹사이트, 이메일, 태스크 링크"	"text"
"Cancel"	"취소"	"menu"
  "Cancel"	"취소"	"button"
"Cat."	"분류"	"text"
"Categories"	"분류"	"label"
  "Categories"	""	"text"
"Category"	"분류"	"label"
  "Category"	"분류"	"menu"
"Centre"	"가운데"	"combobox"
"Change Password..."	"비밀번호 변경..."	"menu"
"Character Set"	"문자 인코딩"	"label"
"Check for Updates..."	"업데이트 확인..."	"menu"
"Check In"	"체크인"	"menu"
"Check in tasklists if no changes have been made for more than"	"다음 시간이상 間수정されなかったら, 태스크 리스트 체크인"	"checkbox"
"Check in tasklists when I close them"	"태스크 리스트를 닫으면 체크인하기"	"checkbox"
"Check Out to Edit"	"편집하기 위해 체크아웃"	"menu"
"Check Spelling"	"스펠링 체크"	"menu"
"Check the status of remote tasklists only every"	"원격 태스크 리스트 상태 확인 간격"	"label"
"Checking Text"	"텍스트 체크 중"	"label"
"Clear All"	"전체 지우기"	"button"
"Clear Filter"	"필터 지우기"	"button"
  "Clear Filter"	"필터 지우기"	"menu"
"Clear Focused Task Attribute"	"포커스된 태스크 속성 지우기"	"menu"
"Clear MRU"	"최근 사용 기록 지우기"	"button"
"Clear Reminder"	"리마인더 지우기"	"menu"
"Clear Task Attribute"	"태스크 속성 지우기"	"menu"
"Clear Task Colour"	"태스크 색상 지우기"	"menu"
"Clear Task Icon"	"태스크 아이콘 지우기"	"menu"
"Close All"	"전체 닫기"	"menu"
"Close All Other Tasklists"	"다른 전체 태스크 리스트 닫기"	"menu"
"Close Tasklist"	"태스크 리스트 닫기"	"menu"
"Collapse"	"축소"	"menu"
"Collapse Task"	"태스크 축소"	"tooltip"
"Colour"	"색상"	"label"
"Colour 'Priority' column"	"우선순위열 색상"	"checkbox"
"Colour task titles by"	"태스크 이름 색상 지정"	"radiobutton"
"Colour task titles by assigned colours"	"할당된 색상별 태스크 이름 색상 지정"	"radiobutton"
"Colour task titles by Priority"	"우선순위별 태스크 이름 색상 지정"	"radiobutton"
"Colours"	"색상"	"label"
"Column title"	"열 제목"	"label"
"Column Title"	"열 제목"	"text"
"Command Line Options"	"명령 행 옵션"	"menu"
"Comments"	"의견"	"combobox"
  "Comments"	"의견"	"label"
"Comments font"	"의견 글꼴"	"checkbox"
"Completed"	"완료됨"	"label"
"Completed Date"	"완료일"	"checklistbox"
  "Completed Date"	"완료일"	"combobox"
  "Completed Date"	"완료일"	"menu"
"Completed Status"	"완료된 상태"	"menu"
"Completed task colour"	"완료된 태스크 색상"	"checkbox"
"Completed tasks"	"완료된 태스크"	"checkbox"
"Completed Tasks"	"완료된 태스크"	"text"
"Completed Time"	"완료된 시간"	"label"
"Completion Date"	"완료일"	"checkbox"
"Confirm Password"	"비밀번호 확인"	"label"
"Confirm Save"	"저장 확인"	"text"
"Continue time-tracking a task even when"	"다음 시간에도 시간 추적 계속하기"	"label"
"Continue to update subtasks as parent changes"	"부모 태스크 변경 시 하위 태스크에 반영"	"checkbox"
"Contribution"	"기부"	"sysheader32"
"Contributor"	"기여자"	"sysheader32"
"Contributors"	"기여자"	"label"
"Copy"	"복사"	"menu"
"Copy All"	"전체 복사"	"button"
"Copy As"	"지정 복사"	"menu"
"Copy Task Here"	"여기에 태스크 복사"	"menu"
"Cost"	"비용"	"menu"
  "Cost"	"비용"	"label"
"Create a new task"	"새 태스크 생성"	"combobox"
  "Create a new task"	"새 태스크 생성"	"radiobutton"
"Create Task"	"태스크 생성"	"menu"
"Create Task File Link"	"태스크 파일 생성"	"menu"
"Created"	"생성"	"text"
"Created By"	"생성자"	"sysheader32"
  "Created By"	"생성자"	"menu"
"Creation Date"	"생성일"	"checklistbox"
  "Creation Date"	""	"menu"
"Csv delimiter"	"CSV 구분자"	"label"
"Current shortcut key"	"현재 단축키"	"label"
"Currently focused field"	"포커스된 항목"	"text"
"Custom"	"커스텀"	"radiobutton"
"Cut"	"잘라내기"	"menu"
"Daily"	"일"	"radiobutton"
"Data type"	"데이터 종류"	"label"
"Data Type"	"데이터 종류"	"text"
"Date"	"날짜"	"label"
"Date of creation"	"생성일"	"checkbox"
"Dates"	"날짜?連"	"label"
"Day"	"月 날짜指定"	"radiobutton"
"Days"	"일"	"menu"
"Days, mid"	"일 (중간)"	"combobox"
"Decrement Task % Completion"	"진행률 (%)  아래げる"	"menu"
"Decrement Task Priority"	"태스크 우선순위 아래げる"	"menu"
"Default Allocated By"	"기본 할당자"	"label"
"Default Allocated To"	"기본 피할당자"	"label"
"Default Attributes"	"기본 속성"	"label"
"Default Categories"	"기본 분류"	"label"
"Default Statuses"	"기본 상태"	"label"
"Delete"	"삭제"	"menu"
"Delete All Tasks"	"삭제(전체 태스크)"	"menu"
"Delete Attribute"	"속성 삭제"	"tooltip"
"Delete Rule"	"정책 삭제"	"tooltip"
"Delete Search"	"검색 삭제"	"tooltip"
"Delete Selected Task"	"삭제(선택된 태스크)"	"menu"
"Delete Task"	"태스크 삭제"	"tooltip"
"Delete Tool"	"도구 삭제"	"tooltip"
"Dependency"	"의존성"	"menu"
  "Dependency"	"의존성"	"label"
"Description"	"설명"	"sysheader32"
"Details"	"상세"	"groupbox"
"Dialog"	"대화상자"	"dialog"
"Direction"	"방향"	"label"
"Dismiss"	"破棄"	"button"
"Dismiss and Go to Task"	"破棄して태스크 로 이동"	"button"
"Display"	"보기"	"label"
"Display a parent task's '% Completion' as being the average of all its subtasks' % completions"	"부모 태스크 진행률 (%) 을 모든 하위 태스크 진행률 (%)  평균값으로 보기"	"checkbox"
"Display a task's '% Completion' as being equal to its 'Time Spent' divided by its 'Time Estimate'"	"태스크 진행률 (%)  값을 소비시간÷예상시간으로 계산해서 보기"	"checkbox"
"Display a task's 'Due Date' as"	"보기태스크 마감일"	"groupbox"
"Display a task's 'Start Date' as"	"보기태스크 시작일"	"groupbox"
"Display a task's priority/risk as being the highest of its and all its subtasks' priorities/risks"	"태스크 우선순위/위험도として, 태스크と하위 태스크 우선순위/위험도로 高いも  보기"	"checkbox"
"Display a warning if I attempt to add or delete tasks from an archive"	"보관 태스크 추가/삭제시에 경고 보기"	"checkbox"
"Display comments after a task's title"	"태스크 이름  후에 의견 보기"	"checkbox"
"Display dates and times in ISO format"	"날짜와 시간 ISO 포맷으로 보기"	"checkbox"
"Display Language"	"언어 보기(Language)"	"label"
"Display notifications in HTML"	"알림 HTML로 보기"	"checkbox"
"Display only the first line of comments"	"의견 첫행만 보기"	"checkbox"
"Display reminders using 'Stickies' (by Zhorn Software)"	"리마인더보기에  'Stickies' (Zhorn Software 제작) 사용"	"checkbox"
"Display save confirmation dialog on exit, otherwise the tasklist will be auto-saved"	"종료시에 저장 확인 창 표시(이 옵션을 사용하지 않으면 태스크 리스트 자동저장)"	"checkbox"
"Display the selected task's path in the header bar"	"선택된 태스크 경로 헤더 막대에 보기"	"checkbox"
"Do Search"	"검색실행"	"tooltip"
"Dock Below"	"아래에 붙이기"	"tooltip"
"Dock Left"	"왼쪽에 붙이기"	"tooltip"
"Dock Right"	"오른쪽에 붙이기"	"tooltip"
"Donate..."	"기부..."	"menu"
"Download More Dictionaries"	"추가 사전 다운로드"	"label"
"Due"	"마감"	"sysheader32"
"Due Date"	"마감일"	"menu"
  "Due Date"	"마감일"	"label"
"Due Task Notifications"	"마감을 넘긴 태스크 알림"	"label"
"Due Tasks"	"마감을 넘긴 태스크"	"menu"
"Due Tasks: %s"	"마감을 넘긴 태스크: %s"	"text"
"Due Time"	"마감시간"	"label"
"Dynamic data, multi-selection"	"동적 데이터, 다중선택"	"text"
"Dynamic data, single-selection"	"동적 데이터, 유니크선택"	"text"
"Dynamic Droplists"	"동적 드랍리스트"	"label"
"Edit"	"편집"	"menu"
"Edit Attribute Title"	"속성명 편집"	"tooltip"
"Edit Label"	"레이블 편집"	"button"
"Edit Task Log File"	"태스크 로그파일 편집"	"menu"
"Edit Task Recurrence..."	"태스크 반복 편집..."	"menu"
"Edit Task Title"	"태스크 이름 편집"	"menu"
  "Edit Task Title"	"태스크 이름 편집"	"tooltip"
"Elapsed time"	"경과 시간"	"label"
"Email Tasks..."	"태스크를 이메일로 보내기..."	"menu"
"Enable '.tdl' as a file extension for tasklists"	"'.tdl' 확장자를 태스크 리스트로 연결 활성화"	"checkbox"
"Enable 'Add-to-Dictionary' (for translators)"	"'Add-to-Dictionary'  활성화(번역자들용)"	"checkbox"
"Enable 'tdl://' as a url protocol"	"'tdl://' 을  URL 프로토콜로 처리 활성화"	"checkbox"
"Enable delayed loading of tasklists"	"태스크 리스트 지연 로딩 켜기"	"checkbox"
"Enable full row selection"	"전체 열 선택 켜기"	"checkbox"
"Enable window fading when showing dialog boxes"	"대화상자를 보여줄 때 윈도우 페이딩 켜기"	"checkbox"
"Encrypt Tasklist"	"태스크 리스트 암호화"	"menu"
"End of Next Month"	"다음 월말"	"menu"
"End of Next Week"	"다음 주말"	"menu"
"End of Next Year"	"다음 연말"	"menu"
"End of This Month"	"이번 월말"	"menu"
"End of This Week"	"이번 주말"	"menu"
"End of This Year"	"이번 연말"	"menu"
"Enter Password"	"비밀번호 입력"	"label"
"Enter the password for encrypting this tasklist and then confirm it."	"암호화 ため비밀번호 입력してください"	"label"
"Est."	"예상"	"text"
"Est: %s"	"예상: %s"	"text"
"Every"	"月일指定"	"radiobutton"
"Every weekday"	"전체 평일"	"radiobutton"
"Exit"	"종료"	"menu"
"Exit ToDoList"	"ToDoList 종료"	"menu"
"Expand"	"展開"	"menu"
"Expand all tasks"	"전체 태스크 展開"	"checkbox"
"Expand Task"	"태스크 展開"	"tooltip"
"Export"	"내보내기"	"button"
"Export attributes in visible columns only"	"보기됨열 속성만내보내기"	"checkbox"
"Export filtered tasks only"	"필터결과 태스크만내보내기"	"checkbox"
"Export Preferences from Registry..."	"환경설정 레지스트리에서 ?み?む..."	"menu"
"Export Tasks"	"태스크 내보내기"	"dialog"
"Export Tasks to Outline"	"아웃라인내보내기"	"dialog"
"Export Tasks..."	"태스크 내보내기..."	"menu"
"Export the project name as the first line"	"첫행에 프로젝트이름 내보내기"	"checkbox"
"Export to folder"	"폴더에 내보내기"	"checkbox"
"Export to one file"	"一つ 파일에 내보내기"	"checkbox"
"Export..."	"내보내기..."	"menu"
"Exporting Csv File"	"CSV파일 내보내기"	"dialog"
"Ext.ID"	"외부ID"	"text"
"Extended tasklist selection"	"확장태스크 리스트선택"	"text"
"External ID"	"외부ID"	"label"
  "External ID"	""	"combobox"
  "External ID"	""	"menu"
"Feedback and Support"	"피드백 및 지원"	"menu"
"File"	"파일"	"radiobutton"
  "File"	""	"menu"
"File Actions"	"파일 작업"	"text"
"File Actions (more)"	"파일 작업(더보기)"	"text"
"File Actions (more)>Backup"	"파일 작업(더보기)>백업"	"text"
"File Actions (more)>Saving"	"파일 작업(더보기)>저장"	"text"
"File Actions>Archiving"	"파일 작업>보관"	"text"
"File Actions>Due Task Notifications"	"파일 작업>마감 태스크 알림"	"text"
"File Actions>Loading"	"파일 작업>로딩"	"text"
"File Link"	"파일링크"	"label"
  "File Link"	""	"menu"
"File Path"	"파일명"	"sysheader32"
"Filter Tasks"	"태스크 필터"	"dialog"
"Filter..."	"필터..."	"menu"
"Filtered task count / Total task count"	"필터링 된 태스크 수/전체 태스크 수"	"text"
"Filtered Tasks"	"검색태스크"	"radiobutton"
"Filtered-out tasks"	"필터로 가려진 태스크"	"text"
"Filtering"	"필터링"	"label"
"Find Next"	"다음 검색"	"menu"
"Find Previous"	"이전 검색"	"menu"
"Find Tasks"	"태스크 검색"	"dialog"
  "Find Tasks"	""	"tooltip"
"Find Tasks Filter"	"태스크 검색 필터"	"text"
"Find Tasks..."	"태스크 검색..."	"menu"
"Find..."	"검색..."	"menu"
"Five (5) Equal Subtasks"	"5개 하위 태스크"	"menu"
"Five (5) Subtasks"	"5 개 하위 태스크"	"menu"
"Fixed data, multi-selection"	"고정 데이터, 다중 선택"	"text"
"Fixed data, single-selection"	"고정 데이터, 단일 선택"	"text"
"Flag"	"플래그"	"checklistbox"
  "Flag"	""	"menu"
"Flagged task colour"	"플래그가 붙은 태스크 색상"	"checkbox"
"Flagged Tasks"	"플래그가 붙은 태스크"	"text"
"Folder is full path"	"full"	"radiobutton"
"Folder is relative to application"	"어플리케이션(ToDoList.exe)에 상대적 경로"	"radiobutton"
"Folder is relative to tasklist"	"태스크 리스트에 상대적 경로"	"radiobutton"
"Font"	"글꼴"	"menu"
"For tasks matching the following rules"	"다음 정책에 일치하는태스크"	"label"
"Format"	"종류"	"label"
"Forwards"	"앞으로"	"combobox"
"Four (4) Equal Subtasks"	"4개 하위 태스크"	"menu"
"Four (4) Subtasks"	"4 개 하위 태스크"	"menu"
"FreeMind (.mm)"	"FreeMind (.mm)"	"combobox"
"Gantt Chart"	"간트 차트"	"systabcontrol32"
  "Gantt Chart"	"간트 차트"	"checklistbox"
"Gantt Chart Preferences"	"간트 차트 환경설정"	"dialog"
"GanttProject (.gan)"	"GanttProject (.gan)"	"combobox"
"General"	"일반"	"text"
"Global hotkey"	"전역 단축키"	"checkbox"
"Go to Task Dependency"	"의존 태스크 로 이동"	"menu"
"Go to Today"	"'오늘' 로 이동"	"button"
"Gradient"	"그래디언트"	"radiobutton"
"H"	"H"	"menu"
"Have subtasks inherit the following attributes from their parent when they are created"	"하위 태스크가 생성されたとき, 다음 속성 親에서 引き?ぐ"	"checkbox"
"Help"	"도움말"	"button"
  "Help"	"도움말"	"menu"
"Hide '% Complete' for completed tasks"	"완료된 태스크 진행률(%) 감추기"	"checkbox"
"Hide 'Priority' number"	"우선순위 값 감추기"	"checkbox"
"Hide 'Start' and 'Due' dates for completed tasks"	"완료된 태스크 시작일과 마감일 감추기"	"checkbox"
"Hide collapsed tasks (List View)"	"축소된 태스크 감추기(리스트 뷰)"	"text"
"Hide completed tasks"	"완료된 태스크 감추기"	"text"
"Hide confidential attributes"	"기밀 속성 감추기"	"checkbox"
"Hide overdue tasks"	"마감을 넘긴 태스크 감추기"	"text"
"Hide parent tasks (List View)"	"부모 태스크 감추기(리스트뷰)"	"text"
"Hide tab bar when only one tasklist is open"	"한 개의  태스크 리스트만 열렸을 때 태그막대 감추기"	"checkbox"
"Hide un-mapped attributes"	"unmapped 속성 감추기"	"checkbox"
"High..."	"높음..."	"button"
"Hours"	"시간"	"menu"
"HTML"	"HTML"	"groupbox"
  "HTML"	"HTML"	"menu"
"HTML format"	"HTML 종류"	"radiobutton"
"Icon"	"아이콘"	"label"
  "Icon"	""	"menu"
"Icon Path"	"아이콘 경로"	"sysheader32"
"ID"	"ID"	"sysheader32"
"If a task list cannot be checked out, keep re-trying periodically"	"태스크 리스트 체크아웃로 きないとき, 定期的에 체크아웃 시도"	"checkbox"
"If a tasklist's status changes to writable"	"태스크 리스트 상태가 書き?み가능에 なったとき 작업 指定"	"checkbox"
"If a tasklist's timestamp changes"	"태스크 리스트 타임스탬프가 ?わったとき 작업 指定"	"checkbox"
"Import"	"가져오기"	"button"
"Import From"	"가져올 원본"	"groupbox"
"Import Preferences into Registry..."	"환경설정을 레지스트리로 가져오기"	"menu"
"Import subtasks of selected tasks"	"선택된 태스크 하위 태스크 가져오기"	"checkbox"
"Import Tasks"	"태스크 가져오기"	"dialog"
"Import Tasks..."	"태스크 가져오기..."	"menu"
"Import To"	"가져와서 기록할 곳"	"groupbox"
"Import..."	"가져오기..."	"button"
"Importing/Exporting"	"가져오기/내보내기"	"text"
"Include completed subtasks in this assessment"	"이 평가에 완료된 하위 태스크 포함"	"checkbox"
"Include completed subtasks in this calculation"	"이 계산에 완료된 하위 태스크 포함"	"checkbox"
"Include the weekday when displaying dates"	"날짜 출력 시 평일 포함"	"checkbox"
"Include user name when identifying check-out"	"체크아웃 확인시 사용자명을 포함"	"checkbox"
"Including"	"포함"	"label"
"Including comments"	"의견을 포함"	"checkbox"
"Including parent task"	"부모 태스크 포함"	"checkbox"
"Including subtasks"	"하위 태스크 포함"	"checkbox"
"Incomplete Tasks"	"완료되지 않은 태스크"	"combobox"
"Increment Task % Completion"	"태스크 진행률 (%)  증가"	"menu"
"Increment Task Priority"	"태스크 우선순위 증가"	"menu"
"Individual"	"개별"	"radiobutton"
"Ini file"	"ini 파일"	"radiobutton"
"Initialising %s..."	"%s  초기화중"	"text"
"Insert Date"	"날짜 삽입"	"menu"
"Insert Date  Time"	"날짜와 시간 삽입"	"menu"
"Insert File Link..."	"파일링크 삽입..."	"menu"
"Insert Symbol"	"기호 삽입"	"text"
"Insert Time"	"시간 삽입"	"menu"
"Its assigned date"	"태스크에 할당된 날짜"	"radiobutton"
"Kanban"	"칸반"	"systabcontrol32"
"Kanban Board"	"칸반 보드"	"systabcontrol32"
  "Kanban Board"	"칸반 보드"	"checklistbox"
"Kanban Preferences"	"칸반 설정"	"dialog"
"Keep"	"유지"	"label"
"Keep backup copies of tasklists before saving"	"저장하기전에 백업된 태스크 리스트 복사본 유지하기"	"checkbox"
"Keep tabs ordered by name"	"태그 이름순에 정렬 유지"	"checkbox"
"Keep ToDoList on top when visible"	"ToDoList가 보일 때 화면 최상단에 유지"	"checkbox"
"Keep track of most recently used (MRU) tasklists"	"가장 최근에 사용된 태스크 리스트 추적 유지"	"checkbox"
"Keyboard Shortcuts"	"키보드 단축키"	"label"
  "Keyboard Shortcuts"	"키보드 단축키"	"menu"
"Language Change|The user interface language will be changed next time you restart ToDoList.\n\nWould you like to restart ToDoList now?"	"언어 변경|사용자 인터페이스 언어는  ToDoList를  재시작한 다음부터 반영됩니다.\n\nToDoList 재시작하시겠습니까?"	"text"
"Last Mod."	"마지막 갱신"	"text"
"Last Modified"	"마지막 갱신"	"text"
"Last Modified By"	"마지막 수정자"	"menu"
"Last Modified Date"	"마지막 수정일"	"menu"
"Left"	"왼쪽"	"combobox"
"Left of Tasklist"	"태스크 리스트 왼쪽"	"combobox"
"Limit length of comments shown to"	"보여지는 의견 길이 제한："	"checkbox"
"Limit width of columns to"	"열너비 제한："	"checkbox"
"List Type"	"리스트종류"	"text"
"List type"	"리스트종류"	"label"
"List View"	"리스트뷰"	"menu"
  "List View"	""	"systabcontrol32"
  "List View"	""	"checklistbox"
"Lock"	"잠그기"	"menu"
"Lock Task Attributes"	"태스크 속성 잠그기"	"menu"
"Locked Tasks"	"잠겨있는 태스크"	"text"
"Log each task to a separate file"	"각각의 태스크 로그 별도 파일에 쓰기"	"checkbox"
"Log tracked time"	"추적된 시간 로그로 남기기"	"checkbox"
"Low..."	"낮음..."	"button"
"Matches"	"일치"	"sysheader32"
"Maximise Comments"	"의견 최대화"	"menu"
"Maximise Task View"	"태스크 리스트 최대화"	"menu"
  "Maximise Task View"	"태스크 리스트 최대화"	"tooltip"
"Menu Item"	"메뉴 아이템"	"text"
"Menu Option"	"메뉴 옵션"	"sysheader32"
"Merge"	"병합"	"text"
"Microsoft Outlook"	"마이크로소프트 아웃룩"	"combobox"
"Minimise ToDoList after the following period of inactivity"	"활성화로 ない상태가 다음 시간?いた場合 ToDoList 最小化"	"checkbox"
"Minimise ToDoList to the 'System Tray' when"	"다음 場合에  ToDoList  최소화 상태로 태스크트레이에 格納"	"checkbox"
"Minimise ToDoList when [Escape] is pressed"	"[Esc] キ?가 押されたら ToDoList  最小化"	"checkbox"
"Minutes"	"분"	"menu"
"Modified Date"	"수정일"	"checklistbox"
  "Modified Date"	""	"menu"
"Monthly"	"매월"	"radiobutton"
"Months"	"월"	"menu"
"Move"	"이동"	"menu"
"Move Attribute Down"	"속성을 아래로 이동"	"tooltip"
"Move Attribute Up"	"속성을 위로 이동"	"tooltip"
"Move Rule Down"	"정책을 아래로 이동"	"tooltip"
"Move Rule Up"	"정책을 위로 이동"	"tooltip"
"Move Tab Left"	"탭을 왼쪽으로 이동"	"menu"
"Move Tab Right"	"탭을 오른쪽으로 이동"	"menu"
"Move Task Down"	"태스크를 아래로 이동"	"menu"
"Move Task Here"	"태스크를 여기로 이동"	"menu"
"Move Task Left (Up One Level)"	"태스크 왼쪽 로 이동(한단계 위)"	"menu"
"Move Task Right (Down One Level)"	"태스크 오른쪽 로 이동(한단계 아래)"	"menu"
"Move Task Up"	"태스크를 위쪽으로 이동"	"menu"
"Move Tasklist Tab Left"	"태스크 리스트를 탭 왼쪽으로 이동"	"menu"
"Move Tasklist Tab Right"	"태스크 리스트를 탭 오른쪽으로 이동"	"menu"
"Move the input focus to the tasklist when [Enter] is pressed"	"[Enter]가 押されたとき, 입력포커스 태스크 리스트에 移す"	"checkbox"
"Multi-Sort"	"다중 정렬"	"dialog"
"Multi-Sort..."	"다중 정렬..."	"menu"
"Multiple Users"	"다중 사용자"	"text"
"Multiple Users>File Checking"	"다중 사용자 >파일 확인"	"text"
"Multiple Users>Source Control"	"다중 사용자>소스제어"	"text"
"My Life Organized (.ml)"	"My Life Organized (.ml)"	"combobox"
"Navigate Back"	"뒤로 이동"	"menu"
  "Navigate Back"	""	"tooltip"
"Navigate Forward"	"앞으로 이동"	"menu"
  "Navigate Forward"	""	"tooltip"
"New Attribute"	"새 속성"	"tooltip"
"New Search"	"새 검색"	"tooltip"
"New Subtask"	"새 하위 태스크"	"menu"
  "New Subtask"	""	"tooltip"
"New Subtask at Bottom of Selected Task"	"하위 태스크 생성(선택된 태스크 바닥에)"	"menu"
"New Subtask at Top of Selected Task"	"하위 태스크 생성(선택된 태스크 맨위에)"	"menu"
"New Task"	"새 태스크"	"menu"
  "New Task"	""	"tooltip"
"New Task Above Selected Task"	"태스크 생성(선택된 태스크 위에)"	"menu"
"New Task at Bottom"	"태스크 생성(바닥에)"	"menu"
"New Task at Bottom of Selected Task's Parent"	"태스크 생성(선택된 태스크의 부모 바닥에)"	"menu"
"New Task at Top"	"태스크 생성(맨위에)"	"menu"
"New Task at Top of Selected Task's Parent"	"태스크 생성(선택된 태스크의 부모 맨위에)"	"menu"
"New Task Below Selected Task"	"태스크 생성(선택된 태스크 아래에)"	"menu"
"New Tasklist"	"새 태스크 리스트"	"menu"
"New tasklist"	"새 태스크 리스트"	"radiobutton"
"New Tool"	"새 도구"	"button"
"Next 7 Days"	"다음 7일간"	"text"
"Next Task View"	"다음 태스크 뷰"	"menu"
"Next TaskList"	"다음 태스크 리스트"	"menu"
"Next Word"	"다음 단어"	"button"
"No"	"아니오"	"button"
"No task title colouring (except for due tasks)"	"태스크 이름에 색상 着けない(마감 きた태스크 除く)"	"radiobutton"
"No, I won't be sharing any of my tasklists"	"태스크 리스트 공유하지 않음"	"radiobutton"
"No, let me see all available options"	"아니오, 사용가능한 전체 옵션을 보겠습니다"	"radiobutton"
"No, thanks"	"아니요, 괜찮습니다"	"radiobutton"
"Not a list"	"리스트가 아닙니다"	"text"
"Note: You can modify this choice later using 'Tools > Preferences'"	"こ 선택된 は, 後에서 , [도구]→[환경설정]로 수정로 きます)"	"label"
"Notify me if the tasklist is read-only"	"もし태스크 리스트가 ?み取り?用 시は알림"	"checkbox"
"Notify me of all tasks due (and overdue)"	"다음 마감 태스크 알림する(마감 過ぎた태스크も)"	"checkbox"
"Now"	"지금"	"text"
"Offset"	"오프셋："	"label"
"Offset Task Dates"	"태스크 날짜 오프셋"	"dialog"
"Offset Task Dates..."	"날짜 오프셋"	"menu"
"OK"	"OK"	"button"
"On that day"	"?일"	"combobox"
"On the following day"	"다음 일"	"combobox"
"Once"	"1회"	"radiobutton"
"One day equals"	"1 일："	"label"
"One week equals"	"1주간："	"label"
"Online Documentation"	"온라인 문서화"	"menu"
"Online Help"	"온라인 도움말"	"menu"
  "Online Help"	""	"tooltip"
"Only display tasks allocated to"	"피할당자가 다음 태스크만 보기"	"checkbox"
